filename	id	input	canonical	desired_ipa	kokoro_phonemes	token_ids	voice	speed	warnings
c_gla_hf_alpha.wav	c_gla	ग्ल	gla	ɡla	ɡla	92 54 43	hf_alpha	1.0	
c_glaa_hf_alpha.wav	c_glaa	ग्ला	glA	ɡlaː	ɡlaː	92 54 43 158	hf_alpha	1.0	
c_nirbha_hf_alpha.wav	c_nirbha	निर्भ	nirBa	niɾbʰa	niɾbʰa	56 51 125 44 162 43	hf_alpha	1.0	
c_nirbhava_hf_alpha.wav	c_nirbhava	निर्भव	nirBava	niɾbʰaʋa	niɾbʰaʋa	56 51 125 44 162 43 136 43	hf_alpha	1.0	
c_glanirbhavati_hf_alpha.wav	c_glanirbhavati	ग्लानिर्भवति	glAnirBavati	ɡlaːniɾbʰaʋati	ɡlaːniɾbʰaʋati	92 54 43 158 56 51 125 44 162 43 136 43 62 51	hf_alpha	1.0	
c_sango_hf_alpha.wav	c_sango	सङ्गो	saNgo	saŋɡoː	saŋɡoː	61 43 112 92 57 158	hf_alpha	1.0	
c_stva_hf_alpha.wav	c_stva	स्त्व	stva	stʋa	stʋa	61 62 136 43	hf_alpha	1.0	
c_sangostu_hf_alpha.wav	c_sangostu	सङ्गोऽस्तु	saNgo'stu	saŋɡoːstu	saŋɡoːstu	61 43 112 92 57 158 61 62 63	hf_alpha	1.0	
c_sangostvakarmani_hf_alpha.wav	c_sangostvakarmani	सङ्गोऽस्त्वकर्मणि	saNgo'stvakarmaRi	saŋɡoːstʋakaɾmaɳi	saŋɡoːstʋakaɾmaɳi	61 43 112 92 57 158 61 62 136 43 53 43 125 55 43 113 51	hf_alpha	1.0	
c_sanjaya_hf_alpha.wav	c_sanjaya	सञ्जय	saYjaya	saɲɟaja	saɲɟaja	61 43 114 90 43 52 43	hf_alpha	1.0	
c_samjaya_hf_alpha.wav	c_samjaya	संजय	saMjaya	saɲɟaja	saɲɟaja	61 43 114 90 43 52 43	hf_alpha	1.0	
